AAi_s0	7.414308254304302e-05
AAi_s1	0.00011783799877504897
AAi_s2	0.00010066423739525424
AAii_s0	0.004805611135212453
AAii_s1	0.004594243891692692
AAii_s2	0.003849826325152732
AAiii_s0	0.00016144994997623467
AAiii_s1	0.00017610710542114805
AAiii_s2	0.00015688687328112012
AEi_s0	0.00017251195408560328
AEi_s1	8.091856006003128e-05
AEi_s2	3.747253892048612e-05
AEii_s0	0.011789524464631496
AEii_s1	0.009427150522045012
AEii_s2	0.0059352076848406266
AEiii_s0	0.00018750096965379772
AEiii_s1	0.00028166627963479787
AEiii_s2	0.00021150551857112757
AHi_s0	0.015145930096485842
AHi_s1	0.013923025542195143
AHi_s2	0.01485898170988882
AHii_s0	0.0049508552491684624
AHii_s1	0.005043637808635791
AHii_s2	0.004468551869999992
AHiii_s0	0.00011747848364149449
AHiii_s1	0.00012035460470993033
AHiii_s2	0.00010329146337122927
AOi_s0	6.504458416308735e-05
AOi_s1	9.814763146037288e-05
AOi_s2	2.7572045242601227e-05
AOii_s0	0.00536023236624592
AOii_s1	0.0052780693307235855
AOii_s2	0.004060419228384837
AOiii_s0	0.00013058695851109629
AOiii_s1	0.00019928200403027528
AOiii_s2	4.446925651966176e-05
AWi_s0	2.682535996521885e-06
AWi_s1	2.682535996521885e-06
AWi_s2	3.3462562430840005e-05
AWii_s0	0.0028531674099088952
AWii_s1	0.0031320405335060774
AWii_s2	0.0029510108362562604
AWiii_s0	9.466310016592177e-05
AWiii_s1	7.826367907378282e-05
AWiii_s2	0.0001102881809704049
AYi_s0	7.588534819026858e-05
AYi_s1	0.00010904370550810093
AYi_s2	0.00012162673518250772
AYii_s0	0.008628141965225319
AYii_s1	0.007282338545279534
AYii_s2	0.007115578833330803
AYiii_s0	0.000351550490595734
AYiii_s1	0.00043490269155982636
AYiii_s2	0.000489466026829287
B_s0	0.004598779313377533
B_s1	0.00321118917290861
B_s2	0.003683813298481383
CH_s0	0.0025289677244735753
CH_s1	0.002136404853642357
CH_s2	0.002168954800734174
DH_s0	0.006215104043817926
DH_s1	0.004107985846055122
DH_s2	0.004911419204518563
D_s0	0.00972684786837808
D_s1	0.008924852570448857
D_s2	0.012794784088070367
EHi_s0	6.745057005687502e-05
EHi_s1	0.00011974619448391506
EHi_s2	0.00028885658230588747
EHii_s0	0.006541986265249768
EHii_s1	0.006897270182232414
EHii_s2	0.008522167965857566
EHiii_s0	0.00017417125470200854
EHiii_s1	0.0002161792153073358
EHiii_s2	0.0003208534291922361
ERi_s0	0.006515326835346189
ERi_s1	0.0072424047104447135
ERi_s2	0.007689558571555666
ERii_s0	0.002603912802314547
